Name,Email,Category,Description,Instagram,Facebook,Twitter,Website,URL
Formula 1,f1society@imperial.ac.uk,Hobbies,"We bring you grand-prix watch-alongs every race weekend with our captivating fan-zone that creates the ideal setting for insightful discussions and shared exhilaration. Alongside this, this year we're gearing up for a whole host of engaging social events – from the adrenaline-pumping F1 Arcade battles to invigorating go-karting trips that will awaken your inner Schumacher (or Latifi). And for those who are interested in the technical side of the sport, we host talks, featuring F1 alumni, who pro",https://www.instagram.com/imperial_f1society,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/formula-1
French,french@imperial.ac.uk,Cultural,Follow us on social media to hear more and join The Society now! CSP Chair / President CSP Vice Chair / President Events / Trips Officer,https://www.instagram.com/imperialfrenchsoc,https://www.facebook.com/icfrench,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/french
Friends of Médecins Sans Frontières,friends.msf@imperial.ac.uk,ICSM,"From Ukraine to Palestine, MSF provides crucial medical assistance to those who need it most. We host speaker events and training sessions led by MSF mission team members, offering insights into working in medical aid. Learn what it's like to work in crisis settings with our Makeathon Competition, cross-university Hackathon and Missing Maps Event! We also organise a multitude of exciting fundraising events from fun runs to film screenings and quiz nights to support MSF's vital missions worldwide",https://www.instagram.com/ic.fomsf,https://www.facebook.com/ImperialFoMSF/,https://www.twitter.com/ic_fomsf,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/friends-of-medecins-sans-frontieres
Friends of Palestine,palestinian@imperial.ac.uk,Cultural,"Whether or not you are Palestinian, if you want to come show your support, appreciate the culture of Palestine, or understand more about the conflict, this is the place to come. We are a secular society, not affiliated to any political party. Join us for a year filled with insightful educational talks and fun socials as we showcase Palestinian history, culture, and heritage for everyone at Imperial to learn about! Our previous events include talks with prominent academics and lawyers about the s",https://www.instagram.com/icunion/,https://www.facebook.com/imperialfop/,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/friends-of-palestine
Futsal,union@imperial.ac.uk,Sports,CSP Chair / President,https://www.instagram.com/icunion/,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/futsal
Game Development,union@imperial.ac.uk,Hobbies,"Dive into a vibrant community where game programmers, artists, designers, and enthusiasts unite to celebrate the world of gaming. Whether you're a seasoned professional or a budding game developer, our society offers the ideal platform to learn, collaborate, and showcase your talents. Be a part of our journey as we explore, innovate, and redefine gaming together! CSP Chair / President CSP Vice Chair / President",https://www.instagram.com/ic_gamedev,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.discord.gg/4mjvHd2A9j,https://www.imperialcollegeunion.org/activities/a-to-z/game-development
Gaming and Esports,iclesports@imperial.ac.uk,Hobbies,"Joining a team is one of the best ways to have a tight circle of players from Imperial, whether you're looking to compete at the highest level in the national university leagues, or just to play casual weekly games. Our annual Varsity LAN against UCL is our keystone event of the year, hosted either on-site or in one of London's largest esports studios. You'll also have opportunities to meet other student gamers within Central London by joining our viewing parties of international tournaments, ou",https://www.instagram.com/icl_ge,https://www.facebook.com/groups/iclge,https://www.twitter.com/ICL_GE,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/gaming-and-esports
Gardening (Silwood),SilwoodGarden@imperial.ac.uk,Outdoor,No description available,https://www.instagram.com/icunion/,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/gardening-silwood
Gastroenterology & Hepatology,gastroenterology.hepatology@imperial.ac.uk,ICSM,CSP Chair / President CSP Chair / President CSP Chair / President,https://www.instagram.com/icunion/,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/gastroenterology-hepatology
Gazette,icsm-gazette@imperial.ac.uk,ICSM,"The ICSM Gazette was formed after the merger of three medical schools into Imperial. It is based on its predecessors the St Mary's Hospital Gazette and the Charing Cross Gazette. Today the Gazette is read by over 3000 alumni of St Mary's, Charing Cross and Imperial College medical schools, as well as current students. We are always keen for more students to get involved in writing for and taking photos for the Gazette, if you would like to get involved please email us at icsm-gazette@imperial.ac",https://www.instagram.com/icsmgazette,https://www.facebook.com/ICSM-Gazette-147639118619198/,https://www.twitter.com/icsmgazette,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/gazette
General Practice (ICSM),icsm.gpsoc@imperial.ac.uk,Academic Related,CSP Chair / President CSP Vice Chair / President Communications / Publications Officer Communications / Publications Officer,https://www.instagram.com/imperialgpsoc,https://www.facebook.com/ImperialcollegeGPS/,https://www.twitter.com/imperialgpsoc,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/general-practice-icsm
Geology,geology.society@imperial.ac.uk,Departmental,"The best and most hotly anticipated events organised by the society – we head off to places of great natural beauty all over the UK to sample the best geology our country has to offer. Recent destinations include Norfolk, South Wales and North Yorkshire. A day in the field is followed a lovingly cooked dinner by the committee, a fancy dress dinner, and a chance get to know your fellow rock-enthusiasts. We organise evening/lunchtime talks throughout the year. Lecturers, PhD students and field exp",https://www.instagram.com/rsm_geolsoc,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/geology
Geophysics,geophysoc@imperial.ac.uk,Departmental,"We are not open just to the geophysicists and geologists; students from all subject areas are welcome to join and no special geoscience skills are required! All you need is an appreciation of the applications of physics and maths to the natural world! Throughout the year we will be holding various events, including seminars from professional geophysicists, outreach days with schools, fieldtrips to see geophysical methods in action and of course some social outings - all of which end with some dr",https://www.instagram.com/icunion/,https://www.facebook.com/groups/114607925361911/,https://www.twitter.com/IC_Geophysoc,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/geophysics
German,germanic@imperial.ac.uk,Cultural,"The German Society is now entering its 30th year of existence -- each year we organise many events such as club nights, pub crawls, outings to German restaurants, movie nights (with subtitles) as well as joint events with German societies from other London universities. We also visit exhibitions and attend lectures related to current political affairs across the city. Our members come from a very diverse background. As well as Austrians, Swiss and Germans spending a year or their entire degree a",https://www.instagram.com/imperialgermansoc,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/german
Gliding,gliding@imperial.ac.uk,Outdoor,"Have you always dreamed of flying, taking in the view from above or performing thrilling aerobatics?Imperial College Gliding Club can help you make that dream come true - we provide training for all levels of experience at low cost. Once you've flown solo and converted to one of our two high-performance single-seaters, nothing will stop you from flying hundreds of kilometres cross-country, participating in competitions or getting an aerobatic rating! On top of the weekend trips, we also organise",https://www.instagram.com/icgliding,https://www.facebook.com/ImperialCollegeGlidingClub/,https://twitter.com/icunion,https://chat.whatsapp.com/EcanRrIn34KFmpIbJsSy4d,https://www.imperialcollegeunion.org/activities/a-to-z/gliding
Golf,golf.club@imperial.ac.uk,Sports,"We host biweekly driving range sessions open to beginner, social and team players at Greenwich Peninsula driving range, a complex with a stunning view overlooking the Thames and Inrange tracking technology to play games and virtual courses. We are proud to have a strongly competitive mixed team playing in the BUCS Division 1A. Fixtures are played on Wednesdays on some of the UK’s best courses. We have demonstrated to be the most prominent golf team amongst London universities and our aim is to b",https://www.instagram.com/icgolf,https://www.facebook.com/icgolfclub/,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/golf
